FOLIO;FECHA;CODIGO_PREDIO;NOMBRE_PREDIO;EQUIPO;UNIDAD_OPERATIVA;INTERVENCION;HORA_INICIO;HORA_TERMINO;TIEMPO_EFECTIVO;HORAS_COLACION;NUMERO_CICLOS;NUMERO_PERSONAS;RUT_EMPRESA;NOMBRE_EMPRESA;NUMERO_ACTA;SECUENCIA;RUT_CALIBRADOR;NOMBRE_CALIBRADOR;DIAMETRO;CODIGO_PRODUCTO;FACTOR_CORTEZA;ESPECIE;TROZOS;CODIGO_DESTINO;LARGO;LARGO_REAL;M3SSC;M3SSC_CABEZAL;STOCK;TIEMPOS_MUERTOS;TOTAL_HR_TMP_MUERTOS;TIPO_NOC;ESTADO_MADERA;FECHA_REGISTRO;FECHA_CORTE;ID_DETALLE_NOC;OBSERVACION;TIPO_EQUIPO;BIOMASA;PRODUCTO;NOMBRE_DESTINO;TEMPORADA;COMPLETA;ZONA_FORESTAL_PREDIO;ZONA_FORESTAL_MOVIL;ZONA_COSECHA;FSC_PRODUCCION;CERTFOR_PRODUCCION
826187;04-05-2026;11983;EL CABRITO CBB;S123;COSECHA;COSECHA;20:00;23:00;2:00;0:30;13;150;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2074817;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0375RRCCAL1;CC;PIRA;135;N051;3,65;3,75;31,185;0;157;5-Reparacion/Falla de equipo de clasificado/carguio-0.5;30;P;Manchada;05-05-2026 00:24:17;04-05-2026;0;;SKIDDER;;ASERRABLE;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826188;04-05-2026;11983;EL CABRITO CBB;S123;COSECHA;COSECHA;11:00;20:00;6:30;0:30;37;200;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2074817;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0244NRCPLLF;CC;PIRA;0;N048;2,44;2,44;0;0;5;5-Reparacion/Falla de equipo de clasificado/carguio-2;120;P;Quemada 2;05-05-2026 00:24:27;04-05-2026;0;;SKIDDER;;PULPABLE;CN RANQUIL;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826188;04-05-2026;11983;EL CABRITO CBB;S123;COSECHA;COSECHA;11:00;20:00;6:30;0:30;37;200;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2074817;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0244NRCPLSD;CC;PIRA;0;N048;2,44;2,44;9,576;0;10;5-Reparacion/Falla de equipo de clasificado/carguio-2;120;P;Quemada;05-05-2026 00:24:27;;0;;SKIDDER;;PULPABLE;CN RANQUIL;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826188;04-05-2026;11983;EL CABRITO CBB;S123;COSECHA;COSECHA;11:00;20:00;6:30;0:30;37;200;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2074817;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0265LRCCAL1;CC;PIRA;34;N051;2,6;2,65;11,662;0;167;5-Reparacion/Falla de equipo de clasificado/carguio-2;120;P;Quemada;05-05-2026 00:24:27;04-05-2026;0;;SKIDDER;;PODADO;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826188;04-05-2026;11983;EL CABRITO CBB;S123;COSECHA;COSECHA;11:00;20:00;6:30;0:30;37;200;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2074817;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0265MRCCAL1;CC;PIRA;82;N051;2,6;2,65;28,618;0;395;5-Reparacion/Falla de equipo de clasificado/carguio-2;120;P;Quemada;05-05-2026 00:24:27;04-05-2026;0;;SKIDDER;;ASERRABLE;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826188;04-05-2026;11983;EL CABRITO CBB;S123;COSECHA;COSECHA;11:00;20:00;6:30;0:30;37;200;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2074817;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0265RRCCAL1;CC;PIRA;0;N051;2,6;2,65;0;0;32;5-Reparacion/Falla de equipo de clasificado/carguio-2;120;P;Fresca;05-05-2026 00:24:27;04-05-2026;0;;SKIDDER;;ASERRABLE;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826188;04-05-2026;11983;EL CABRITO CBB;S123;COSECHA;COSECHA;11:00;20:00;6:30;0:30;37;200;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2074817;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0350URCPLLF;CC;PIRA;0;N011;3,5;3,5;0;0;93;5-Reparacion/Falla de equipo de clasificado/carguio-2;120;P;Fresca;05-05-2026 00:24:27;04-05-2026;0;;SKIDDER;;PULPABLE;PTA NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826188;04-05-2026;11983;EL CABRITO CBB;S123;COSECHA;COSECHA;11:00;20:00;6:30;0:30;37;200;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2074817;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0375MRCCAL1;CC;PIRA;107;N051;3,65;3,75;26,857;0;763;5-Reparacion/Falla de equipo de clasificado/carguio-2;120;P;Quemada;05-05-2026 00:24:27;04-05-2026;0;;SKIDDER;;ASERRABLE;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826188;04-05-2026;11983;EL CABRITO CBB;S123;COSECHA;COSECHA;11:00;20:00;6:30;0:30;37;200;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2074817;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0375RRCCAL1;CC;PIRA;71;N051;3,65;3,75;16,401;0;200;5-Reparacion/Falla de equipo de clasificado/carguio-2;120;P;Fresca;05-05-2026 00:24:27;04-05-2026;0;;SKIDDER;;ASERRABLE;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826188;04-05-2026;11983;EL CABRITO CBB;S123;COSECHA;COSECHA;11:00;20:00;6:30;0:30;37;200;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2074817;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0400NRCPLLF;CC;PIRA;;N048;4;4;15,176948;0;278;5-Reparacion/Falla de equipo de clasificado/carguio-2;120;P;Quemada;05-05-2026 00:24:27;04-05-2026;0;;SKIDDER;;PULPABLE;CN RANQUIL;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826188;04-05-2026;11983;EL CABRITO CBB;S123;COSECHA;COSECHA;11:00;20:00;6:30;0:30;37;200;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2074817;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0400NRCPLLF;CC;PIRA;0;N048;4;4;0;0;5;5-Reparacion/Falla de equipo de clasificado/carguio-2;120;P;Quemada 2;05-05-2026 00:24:27;;0;;SKIDDER;;PULPABLE;CN RANQUIL;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826197;04-05-2026;10608;POLHUIN;T125;COSECHA;COSECHA;11:00;23:00;11:00;1:00;112;650;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076038;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;E0550UGCPLLF;CC;EUGL;;N011;5,5;5,5;151,38594;0;2821;;0;P;Fresca;05-05-2026 00:41:13;04-05-2026;0;;TORRE500;;PULPABLE;PTA NVA ALDEA;VE2026;SI;FASA Zona Constituci;FASA Zona Constituci;FASA Zona Constituci;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826202;04-05-2026;11734;COIHUECO Y OTROS (BB);S246;COSECHA;COSECHA;11:00;23:00;1:00;1:00;3;50;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076896;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0265LRCCAL1;CC;PIRA;0;N051;2,6;2,65;0;0;68;4-Reparacion/Falla equipo de Trozado-10;600;P;Quemada;05-05-2026 00:54:00;04-05-2026;0;;SKIDDER;;PODADO;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826202;04-05-2026;11734;COIHUECO Y OTROS (BB);S246;COSECHA;COSECHA;11:00;23:00;1:00;1:00;3;50;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076896;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0265MRCCAL1;CC;PIRA;0;N051;2,6;2,65;0;0;52;4-Reparacion/Falla equipo de Trozado-10;600;P;Quemada;05-05-2026 00:54:00;04-05-2026;0;;SKIDDER;;ASERRABLE;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826202;04-05-2026;11734;COIHUECO Y OTROS (BB);S246;COSECHA;COSECHA;11:00;23:00;1:00;1:00;3;50;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076896;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0265PRCCAL1;CC;PIRA;0;N051;2,6;2,65;0;0;33;4-Reparacion/Falla equipo de Trozado-10;600;P;Fresca;05-05-2026 00:54:00;04-05-2026;0;;SKIDDER;;PODADO;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826202;04-05-2026;11734;COIHUECO Y OTROS (BB);S246;COSECHA;COSECHA;11:00;23:00;1:00;1:00;3;50;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076896;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0265RRCCAL1;CC;PIRA;0;N051;2,6;2,65;0;0;90;4-Reparacion/Falla equipo de Trozado-10;600;P;Fresca;05-05-2026 00:54:00;04-05-2026;0;;SKIDDER;;ASERRABLE;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826202;04-05-2026;11734;COIHUECO Y OTROS (BB);S246;COSECHA;COSECHA;11:00;23:00;1:00;1:00;3;50;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076896;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0350URCPLLF;CC;PIRA;;N011;3,5;3,5;8,01192;0;85;4-Reparacion/Falla equipo de Trozado-10;600;P;Fresca;05-05-2026 00:54:00;04-05-2026;0;;SKIDDER;;PULPABLE;PTA NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826202;04-05-2026;11734;COIHUECO Y OTROS (BB);S246;COSECHA;COSECHA;11:00;23:00;1:00;1:00;3;50;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076896;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0375MRCCAL1;CC;PIRA;0;N051;3,65;3,75;0;0;115;4-Reparacion/Falla equipo de Trozado-10;600;P;Quemada;05-05-2026 00:54:00;04-05-2026;0;;SKIDDER;;ASERRABLE;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826202;04-05-2026;11734;COIHUECO Y OTROS (BB);S246;COSECHA;COSECHA;11:00;23:00;1:00;1:00;3;50;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076896;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0375RRCCAL1;CC;PIRA;0;N051;3,65;3,75;0;0;380;4-Reparacion/Falla equipo de Trozado-10;600;P;Fresca;05-05-2026 00:54:00;04-05-2026;0;;SKIDDER;;ASERRABLE;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826202;04-05-2026;11734;COIHUECO Y OTROS (BB);S246;COSECHA;COSECHA;11:00;23:00;1:00;1:00;3;50;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076896;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0400NRCPLLF;CC;PIRA;0;N048;4;4;0;0;22;4-Reparacion/Falla equipo de Trozado-10;600;P;Quemada;05-05-2026 00:54:00;04-05-2026;0;;SKIDDER;;PULPABLE;CN RANQUIL;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826202;04-05-2026;11734;COIHUECO Y OTROS (BB);S246;COSECHA;COSECHA;11:00;23:00;1:00;1:00;3;50;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076896;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0400NRCPLLF;CC;PIRA;0;N048;4;4;0;0;47;4-Reparacion/Falla equipo de Trozado-10;600;P;Quemada;05-05-2026 00:54:00;;0;;SKIDDER;;PULPABLE;CN RANQUIL;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826207;04-05-2026;11734;COIHUECO Y OTROS (BB);TEA08;COSECHA;COSECHA;11:00;23:00;0:00;1:00;0;0;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076233;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0244NRCPLLF;CC;PIRA;0;N048;2,39;2,44;0;0;50;4-Reparacion/Falla equipo de Trozado-11;660;P;Quemada;05-05-2026 01:03:21;04-05-2026;0;;FORWINCH;;PULPABLE;CN RANQUIL;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826207;04-05-2026;11734;COIHUECO Y OTROS (BB);TEA08;COSECHA;COSECHA;11:00;23:00;0:00;1:00;0;0;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076233;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0265LRCCAL1;CC;PIRA;0;N051;2,6;2,65;0;0;50;4-Reparacion/Falla equipo de Trozado-11;660;P;Quemada;05-05-2026 01:03:21;04-05-2026;0;;FORWINCH;;PODADO;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826207;04-05-2026;11734;COIHUECO Y OTROS (BB);TEA08;COSECHA;COSECHA;11:00;23:00;0:00;1:00;0;0;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076233;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0265MRCCAL1;CC;PIRA;0;N051;2,6;2,65;0;0;50;4-Reparacion/Falla equipo de Trozado-11;660;P;Quemada;05-05-2026 01:03:21;04-05-2026;0;;FORWINCH;;ASERRABLE;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826207;04-05-2026;11734;COIHUECO Y OTROS (BB);TEA08;COSECHA;COSECHA;11:00;23:00;0:00;1:00;0;0;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076233;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0350URCPLLF;CC;PIRA;0;N011;3,4;3,5;0;0;30;4-Reparacion/Falla equipo de Trozado-11;660;P;Fresca;05-05-2026 01:03:21;04-05-2026;0;;FORWINCH;;PULPABLE;PTA NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826207;04-05-2026;11734;COIHUECO Y OTROS (BB);TEA08;COSECHA;COSECHA;11:00;23:00;0:00;1:00;0;0;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076233;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0375MRCCAL1;CC;PIRA;0;N051;3,65;3,75;0;0;120;4-Reparacion/Falla equipo de Trozado-11;660;P;Quemada;05-05-2026 01:03:21;04-05-2026;0;;FORWINCH;;ASERRABLE;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826207;04-05-2026;11734;COIHUECO Y OTROS (BB);TEA08;COSECHA;COSECHA;11:00;23:00;0:00;1:00;0;0;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2076233;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0375RRCCAL1;CC;PIRA;0;N051;3,65;3,75;0;0;120;4-Reparacion/Falla equipo de Trozado-11;660;P;Fresca;05-05-2026 01:03:21;04-05-2026;0;;FORWINCH;;ASERRABLE;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826209;04-05-2026;11734;COIHUECO Y OTROS (BB);S58;COSECHA;COSECHA;11:00;21:00;4:00;1:00;21;140;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2077008;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0244NRCPLLF;CC;PIRA;;N048;2,44;2,44;3,3516;0;59;33-Cancha o camino en mal estado-5;300;P;Quemada;05-05-2026 01:08:59;04-05-2026;0;;SKIDDER;;PULPABLE;CN RANQUIL;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826209;04-05-2026;11734;COIHUECO Y OTROS (BB);S58;COSECHA;COSECHA;11:00;21:00;4:00;1:00;21;140;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2077008;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0265LRCCAL1;CC;PIRA;19;N051;2,6;2,65;7,391;0;140;33-Cancha o camino en mal estado-5;300;P;Quemada;05-05-2026 01:08:59;04-05-2026;0;;SKIDDER;;PODADO;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826209;04-05-2026;11734;COIHUECO Y OTROS (BB);S58;COSECHA;COSECHA;11:00;21:00;4:00;1:00;21;140;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2077008;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0265MRCCAL1;CC;PIRA;19;N051;2,6;2,65;6,175;0;284;33-Cancha o camino en mal estado-5;300;P;Quemada;05-05-2026 01:08:59;04-05-2026;0;;SKIDDER;;ASERRABLE;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826209;04-05-2026;11734;COIHUECO Y OTROS (BB);S58;COSECHA;COSECHA;11:00;21:00;4:00;1:00;21;140;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2077008;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0350URCPLLF;CC;PIRA;;N011;3,5;3,5;7,967232;0;56;33-Cancha o camino en mal estado-5;300;P;Fresca;05-05-2026 01:08:59;04-05-2026;0;;SKIDDER;;PULPABLE;PTA NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826209;04-05-2026;11734;COIHUECO Y OTROS (BB);S58;COSECHA;COSECHA;11:00;21:00;4:00;1:00;21;140;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2077008;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0375MRCCAL1;CC;PIRA;125;N051;3,65;3,75;30,25;0;320;33-Cancha o camino en mal estado-5;300;P;Quemada;05-05-2026 01:08:59;04-05-2026;0;;SKIDDER;;ASERRABLE;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826209;04-05-2026;11734;COIHUECO Y OTROS (BB);S58;COSECHA;COSECHA;11:00;21:00;4:00;1:00;21;140;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2077008;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0375RRCCAL1;CC;PIRA;19;N051;3,65;3,75;4,427;0;216;33-Cancha o camino en mal estado-5;300;P;Fresca;05-05-2026 01:08:59;04-05-2026;0;;SKIDDER;;ASERRABLE;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826209;04-05-2026;11734;COIHUECO Y OTROS (BB);S58;COSECHA;COSECHA;11:00;21:00;4:00;1:00;21;140;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2077008;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0400NRCPLLF;CC;PIRA;;N048;4;4;14,923896;0;368;33-Cancha o camino en mal estado-5;300;P;Quemada;05-05-2026 01:08:59;04-05-2026;0;;SKIDDER;;PULPABLE;CN RANQUIL;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826212;04-05-2026;12191;CE-27 ESPINALILLO YBAR;MG5;COSECHA;COSECHA;11:00;23:00;10:00;1:00;100;1325;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2078008;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0244URC18-38;CC;PIRA;;T010;2,44;2,44;35,8302;0;35;32-Carguio de camiones-1;60;P;Fresca;05-05-2026 01:11:30;04-05-2026;0;;GRAPPLE;;PULPABLE;CP CONSTITUCION;VE2026;SI;FASA Zona Constituci;FASA Zona Constituci;FASA Zona Constituci;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826212;04-05-2026;12191;CE-27 ESPINALILLO YBAR;MG5;COSECHA;COSECHA;11:00;23:00;10:00;1:00;100;1325;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2078008;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0244URC8-16;CC;PIRA;;T010;2,44;2,44;87,1416;0;400;32-Carguio de camiones-1;60;P;Fresca;05-05-2026 01:11:30;04-05-2026;0;;GRAPPLE;;PULPABLE;CP CONSTITUCION;VE2026;SI;FASA Zona Constituci;FASA Zona Constituci;FASA Zona Constituci;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826212;04-05-2026;12191;CE-27 ESPINALILLO YBAR;MG5;COSECHA;COSECHA;11:00;23:00;10:00;1:00;100;1325;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2078008;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0410RRCCAL1;CC;PIRA;135;T014;4;4,1;25,65;0;200;32-Carguio de camiones-1;60;P;Fresca;05-05-2026 01:11:30;04-05-2026;0;;GRAPPLE;;ASERRABLE;CN VINALES;VE2026;SI;FASA Zona Constituci;FASA Zona Constituci;FASA Zona Constituci;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826214;04-05-2026;11734;COIHUECO Y OTROS (BB);S58;COSECHA;COSECHA;21:00;23:00;1:00;0:00;12;73;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2077008;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0375RRCCAL1;CC;PIRA;115;N051;3,65;3,75;26,795;0;112;15-Falta o atraso de personal-1;60;P;Manchada;05-05-2026 01:16:42;04-05-2026;0;;SKIDDER;;ASERRABLE;CN LOG NVA ALDEA;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
826214;04-05-2026;11734;COIHUECO Y OTROS (BB);S58;COSECHA;COSECHA;21:00;23:00;1:00;0:00;12;73;796625600;FORESTAL MILLALEMU Y CIA.LTDA.;2077008;1;796625600;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;;P0400NRCPLLF;CC;PIRA;;N048;4;4;12,141867;0;299;15-Falta o atraso de personal-1;60;P;Quemada 2;05-05-2026 01:16:42;04-05-2026;0;;SKIDDER;;PULPABLE;CN RANQUIL;VE2026;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán;FSC 100%-SA-FM/COC-004173;100% CERTIFICADO CERTFOR-CL21/819943415
